word	phones	word_info	u-point	u-point_mass	prefix	prefix_info	suffix	suffix_info	morpheme_count
abbot	@bxt	13.30520661090555	3	635	@bx	6.42235288220597	t	1.0605605955934554	0
ad	@d	9.406760625933583	1	655	@	8.191418405468928	d	1.079585068430471	0
adder	@dR	5.7600637751624255	2	657	@d	10.526499239136566	R	1.101986173826359	0
adoration	@dReSxn	14.895946712988877	3	657	@dR	6.832890014164742	eSxn	0.9497185851561727	1
adhesion	@dhiZxn	20.977306130142026	4	659	@dhi	4.763738503030199	Zxn	1.4945991695610519	1
adhesive	@dhisxv	13.536278175734067	4	659	@dhi	4.763738503030199	sxv	1.3344194449252156	1
admission	@dmISxn	10.936012283127843	4	678	@dmI	8.618385502258606	Sxn	1.0258451301009608	1
administering	@dmInxstRxN	14.553234846436984	8	690	@dmInxst	2.0	RxN	0.896240625180289	-1
administration	@dmInxstreSxn	9.502787760468818	10	694	@dmInxstre	9.731545633335273	Sxn	1.0258451301009608	1
administrate	@dmInxstret	20.36772063564065	10	694	@dmInxstre	9.731545633335273	t	1.0605605955934554	-1
admitting	@dmItxN	13.13282858926499	6	682	@dmItx	6.195218844780269	N	1.1574905606986845	-1
admittedly	@dmItxdli	15.471798171652626	6	682	@dmItx	6.195218844780269	dli	1.0835660715315938	2
admiration	@dmReSxn	13.24002017025554	4	677	@dmR	6.832890014164742	eSxn	0.9497185851561727	1
admirably	@dmRxbli	14.751616169685846	6	683	@dmRxb	9.030390178297806	li	0.6292602089866118	1
admirable	@dmRxbxl	14.178144208543396	6	683	@dmRxb	9.030390178297806	xl	0.7953872451514575	1
admiral	@dmRxl	12.987692107351748	5	683	@dmRx	9.744833837499547	l	0.9940420250727062	0
admiralty	@dmRxlti	17.811423120305896	6	683	@dmRxl	5.954196310386876	ti	0.9757013096288111	1
admire	@dmYr	13.524297773110565	4	678	@dmY	7.459431618637297	r	1.5189095260977274	0
admirer	@dmYrR	12.713786160928608	5	678	@dmYr	10.497561641027293	R	1.101986173826359	1
admiring	@dmYrxN	14.886764683871995	5	678	@dmYr	10.497561641027293	xN	0.9624932115292415	0
admonish	@dmanxS	16.55453452201952	3	672	@dm	-0.0	anxS	-0.0	0
admin	@dmxn	16.13588659443555	4	676	@dmx	9.469641817239516	n	1.1012776238799646	-1
admonition	@dmxnISxn	12.845669339773167	5	676	@dmxn	4.906890595608519	ISxn	0.9105709975461516	1
address	@drEs	10.604279519250776	4	661	@drE	9.489847960439299	s	1.092054553360531	0
addressee	@drEsi	17.89763868703533	5	661	@drEs	10.258566033889933	i	1.0032128889325593	1
advantage	@dv@ntxJ	10.545309622183233	7	692	@dv@ntx	7.4346282276367255	J	1.5428848352961373	0
advantaged	@dv@ntxJd	15.772808274764031	8	692	@dv@ntxJ	10.838416075797337	d	1.079585068430471	-1
adventure	@dvEnCR	10.169391784986656	6	700	@dvEnC	10.526499239136566	R	1.101986173826359	0
adventurer	@dvEnCRR	12.872777947762316	7	700	@dvEnCR	7.121375724102658	R	1.101986173826359	1
adventuresome	@dvEnCRsxm	15.752541136553281	7	700	@dvEnCR	7.121375724102658	sxm	1.3712445795587003	1
adventurous	@dvEnCRxs	15.07608659373255	7	700	@dvEnCR	7.121375724102658	xs	0.890067366410118	1
advent	@dvEnt	16.537757122445964	5	692	@dvEn	10.84470576441194	t	1.0605605955934554	0
adverb	@dvRb	15.150391248892072	4	696	@dvR	8.066852075107011	b	2.409712187560232	1
adverbial	@dvRbixl	19.50007465663526	5	696	@dvRb	2.584962500721156	ixl	0.5	1
adverse	@dvRs	14.0744308429971	4	699	@dvR	8.066852075107011	s	1.092054553360531	0
adversary	@dvRsEri	12.71650010805037	7	705	@dvRsEr	10.258566033889933	i	1.0032128889325593	1
adversarial	@dvRsErixl	16.437185916144166	8	705	@dvRsEri	8.523561956057014	xl	0.7953872451514575	-1
adversely	@dvRsli	14.408156799346585	5	699	@dvRs	7.268609200269299	li	0.6292602089866118	1
adversity	@dvRsxti	13.805897713606415	5	699	@dvRs	7.268609200269299	xti	0.6981203125901446	1
advertise	@dvRtYz	14.130267649238219	6	707	@dvRtY	7.94251450533924	z	1.012959327233049	0
advertiser	@dvRtYzR	14.254030576118558	7	707	@dvRtYz	10.611179785950641	R	1.101986173826359	1
advertised	@dvRtYzd	13.79250488510478	7	707	@dvRtYz	10.611179785950641	d	1.079585068430471	-1
advertising	@dvRtYzxN	10.968144603104179	7	707	@dvRtYz	10.611179785950641	xN	0.9624932115292415	0
advertisement	@dvRtxzmxnt	12.338311890168477	5	699	@dvRt	-0.0	xzmxnt	-0.0	1
advice	@dvYs	9.531894654038956	4	687	@dvY	8.71618123288927	s	1.092054553360531	0
advise	@dvYz	13.719731639264209	4	691	@dvY	8.71618123288927	z	1.012959327233049	0
advisor	@dvYzR	11.639377671188441	5	693	@dvYz	6.263249619568283	R	1.101986173826359	-1
advisory	@dvYzRi	11.716682352764895	6	693	@dvYzR	10.258566033889933	i	1.0032128889325593	1
advisedly	@dvYzxdli	15.115516302283172	5	691	@dvYz	6.263249619568283	xdli	1.5	2
advocate	@dvxket	10.751631272813574	5	687	@dvxk	3.7849278041654735	et	0.9801773841708721	0
advocacy	@dvxkxsi	12.334359069617655	5	687	@dvxk	3.7849278041654735	xsi	1.3169925001442313	1
advantageous	@dvxnteJxs	13.880560685589348	4	685	@dvx	-0.0	nteJxs	-0.0	1
adage	@dxJ	13.626282844957329	3	668	@dx	5.490598318697889	J	1.5428848352961373	0
adding	@dxN	12.648479648859196	3	668	@dx	5.490598318697889	N	1.1574905606986845	-1
added	@dxd	11.106930491577744	3	668	@dx	5.490598318697889	d	1.079585068430471	-1
adequate	@dxkwxt	13.392565508692673	6	676	@dxkwx	10.84470576441194	t	1.0605605955934554	0
adequately	@dxkwxtli	13.593726581534591	7	676	@dxkwxt	9.537218400538597	li	0.6292602089866118	1
adolescence	@dxlEsxns	14.247455991367765	8	679	@dxlEsxn	10.16727686242562	s	1.092054553360531	1
adolescent	@dxlEsxnt	13.272367732275317	8	679	@dxlEsxn	10.16727686242562	t	1.0605605955934554	0
addled	@dxld	17.814046018525346	4	671	@dxl	10.838416075797337	d	1.079585068430471	-1
adamant	@dxmxnt	14.552191000632018	6	676	@dxmxn	10.84470576441194	t	1.0605605955934554	0
adamantly	@dxmxntli	14.491752096512911	7	676	@dxmxnt	9.537218400538597	li	0.6292602089866118	1
adenine	@dxnin	20.727105082154186	3	668	@dx	5.490598318697889	nin	2.584962500721156	-1
adaptation	@dxpteSxn	11.680813693056061	3	668	@dx	5.490598318697889	pteSxn	2.584962500721156	1
additive	@dxtxv	12.830681158276999	3	668	@dx	5.490598318697889	txv	1.162052206009616	1
affectation	@fEkteSxn	13.88700265416047	2	619	@f	2.711176441102985	EkteSxn	2.0	1
affirmation	@fRmeSxn	13.674022097943983	2	619	@f	2.711176441102985	RmeSxn	2.0	1
afghan	@fg@n	11.990380679723952	2	619	@f	2.711176441102985	g@n	2.0	-1
affluence	@fluxns	15.8849971371396	6	627	@fluxn	10.16727686242562	s	1.092054553360531	1
affluent	@fluxnt	14.243445703054952	6	627	@fluxn	10.16727686242562	t	1.0605605955934554	0
afro	@fro	13.984758378801587	3	623	@fr	7.622051819456376	o	1.5492243029199149	-1
aphrodisiac	@frodizi@k	15.117237444120626	4	623	@fro	-0.0	dizi@k	-0.0	0
aft	@ft	16.894283989009928	2	635	@f	2.711176441102985	t	1.0605605955934554	0
after	@ftR	8.194378715505849	3	650	@ft	10.526499239136566	R	1.101986173826359	0
afterimage	@ftRImxJ	7.400879436282184	4	650	@ftR	-0.0	ImxJ	3.0	-1
aftershock	@ftRSak	13.697934028161113	5	652	@ftRS	1.660964047443681	ak	1.1169925001442311	-1
aftershave	@ftRSev	16.56623198668007	5	652	@ftRS	1.660964047443681	ev	1.5	1
afterthought	@ftRTct	14.543176171296698	4	650	@ftR	-0.0	Tct	3.0	1
afterburner	@ftRbRnR	20.34842723503807	4	650	@ftR	-0.0	bRnR	3.0	-1
afterglow	@ftRglo	12.924774976561151	4	650	@ftR	-0.0	glo	3.0	1
afterlife	@ftRlYf	14.868883752002576	4	650	@ftR	-0.0	lYf	3.0	1
aftermath	@ftRm@T	10.633750878360248	5	652	@ftRm	0.7924812503605781	@T	1.3333333333333333	0
aftermarket	@ftRmarkxt	16.3971718742013	5	652	@ftRm	0.7924812503605781	arkxt	1.0	-1
afternoon	@ftRnun	11.216720574864183	4	650	@ftR	-0.0	nun	3.0	1
aftertaste	@ftRtest	10.343753740273566	4	650	@ftR	-0.0	test	3.0	1
afterward	@ftRwRd	13.16196204666199	6	656	@ftRwR	10.838416075797337	d	1.079585068430471	1
afterwards	@ftRwRdz	11.770796189665838	7	656	@ftRwRd	7.94251450533924	z	1.012959327233049	1
aftereffect	@ftRxfEkt	13.68181516870384	4	650	@ftR	-0.0	xfEkt	3.0	1
affably	@fxbli	7.294620748891627	4	626	@fxb	9.030390178297806	li	0.6292602089866118	1
affable	@fxbxl	14.803902993656196	4	626	@fxb	9.030390178297806	xl	0.7953872451514575	0
aphid	@fxd	17.991218188789638	3	626	@fx	7.269427896969215	d	1.079585068430471	0
affidavit	@fxdevxt	11.180218830081918	4	626	@fxd	-0.0	evxt	-0.0	0
affix	@fxks	14.455538257211511	3	624	@fx	7.269427896969215	ks	1.223606968892963	0
agnostic	@gnastxk	16.27181365641944	2	607	@g	-0.0	nastxk	-0.0	0
agribusiness	@grxbIznxs	15.087541258621998	4	627	@grx	-0.0	bIznxs	-0.0	-1
aggregation	@grxgeSxn	12.209488584657397	5	629	@grxg	6.223799929139975	eSxn	0.9497185851561727	1
aggregate	@grxgxt	15.899182185980429	5	629	@grxg	6.223799929139975	xt	0.8917949328637851	0
agriculture	@grxkVlCR	12.13626131267873	8	642	@grxkVlC	10.526499239136566	R	1.101986173826359	0
agricultural	@grxkVlCRxl	12.24733349878976	10	646	@grxkVlCRx	9.744833837499547	l	0.9940420250727062	1
agriculturalist	@grxkVlCRxlxst	15.432509857772288	11	646	@grxkVlCRxl	6.894817763307944	xst	0.8530370008822148	1
aggravation	@grxveSxn	16.765818182657462	6	635	@grxve	9.731545633335273	Sxn	1.0258451301009608	1
aggravate	@grxvet	16.145497001778597	6	638	@grxve	9.731545633335273	t	1.0605605955934554	2
aggravating	@grxvetxN	15.750022018519784	8	640	@grxvetx	10.210749421650135	N	1.1574905606986845	-1
aggravated	@grxvetxd	14.52662041037315	8	640	@grxvetx	10.210749421650135	d	1.079585068430471	-1
agonize	@gxnYz	17.00635625811427	5	622	@gxnY	7.94251450533924	z	1.012959327233049	1
agonized	@gxnYzd	16.22800887654213	6	622	@gxnYz	10.653520059357678	d	1.079585068430471	0
agonizing	@gxnYzxN	15.248778833837767	6	622	@gxnYz	10.653520059357678	xN	0.9624932115292415	0
agony	@gxni	12.33237859688228	4	616	@gxn	10.258566033889933	i	1.0032128889325593	0
agate	@gxt	11.963253384188526	3	612	@gx	10.84470576441194	t	1.0605605955934554	0
actuality	@kCu@lxti	16.604050215766197	4	682	@kCu	5.392317422778761	@lxti	0.9160847449759292	1
actuary	@kCuEri	14.160308509837852	6	688	@kCuEr	10.258566033889933	i	1.0032128889325593	0
actuarial	@kCuErixl	15.567436723709843	7	688	@kCuEri	8.523561956057014	xl	0.7953872451514575	1
actualize	@kCuxlYz	16.604403059423444	6	686	@kCuxl	7.951211111832329	Yz	0.8418947501009617	-1
actually	@kCuxli	9.421912675046313	6	686	@kCuxl	7.951211111832329	i	1.0032128889325593	1
actual	@kCxwxl	12.178961657839357	3	677	@kC	1.0	xwxl	-0.0	1
action	@kSxn	8.76588335536059	4	677	@kSx	9.469641817239516	n	1.1012776238799646	1
actionable	@kSxnxbxl	16.070888873588856	5	677	@kSxn	5.906890595608519	xbxl	0.7971950516535716	1
acclimate	@klxmet	17.796646374238335	2	671	@k	5.58363843121281	lxmet	2.0	1
acme	@kmi	15.635039371456054	2	671	@k	5.58363843121281	mi	1.0	0
acknowledge	@knalxJ	12.666554228435265	6	687	@knalx	7.4346282276367255	J	1.5428848352961373	1
acknowledged	@knalxJd	10.9772089621244	7	687	@knalxJ	9.057270240535788	d	1.079585068430471	-1
acknowledgement	@knalxJmxnt	12.3526744657565	7	687	@knalxJ	9.057270240535788	mxnt	1.085230020125205	1
acne	@kni	14.150407126679355	3	675	@kn	10.258566033889933	i	1.0032128889325593	0
acrobat	@krxb@t	13.783835625270452	6	694	@krxb@	10.84470576441194	t	1.0605605955934554	0
acrobatic	@krxb@txk	14.5156130110529	8	698	@krxb@tx	9.008428622070582	k	1.3912178946203648	1
acrobatics	@krxb@txks	13.350676397526035	9	698	@krxb@txk	9.489847960439299	s	1.092054553360531	1
acrid	@krxd	17.758597094649687	4	685	@krx	5.9192080378986685	d	1.079585068430471	0
acrimony	@krxmoni	15.523086434091375	7	693	@krxmon	10.258566033889933	i	1.0032128889325593	0
acrimonious	@krxmonixs	15.286916343345766	8	693	@krxmoni	6.930737337562887	xs	0.890067366410118	1
acronym	@krxnxm	14.01857690316167	4	685	@krx	5.9192080378986685	nxm	1.660964047443681	0
axe	@ks	14.386474897507554	2	699	@k	5.58363843121281	s	1.092054553360531	0
acceleration	@ksElReSxn	13.750775076520325	7	733	@ksElRe	9.731545633335273	Sxn	1.0258451301009608	1
accelerate	@ksElRet	14.472370504463026	7	737	@ksElRe	9.731545633335273	t	1.0605605955934554	0
accelerator	@ksElRetR	13.723710907497512	8	737	@ksElRet	10.526499239136566	R	1.101986173826359	1
accelerating	@ksElRetxN	15.30323909310093	9	739	@ksElRetx	10.210749421650135	N	1.1574905606986845	-1
accelerated	@ksElRetxd	14.947026224834005	9	739	@ksElRetx	10.210749421650135	d	1.079585068430471	-1
accelerant	@ksElRxnt	14.415843146579201	6	728	@ksElR	5.954196310386876	xnt	0.4531409275007758	-1
accentuate	@ksEnCuet	17.1093441365354	8	726	@ksEnCue	10.84470576441194	t	1.0605605955934554	1
accentuated	@ksEnCuetxd	16.159466904536995	9	726	@ksEnCuet	8.271463027904375	xd	0.372221294306821	-1
accept	@ksEpt	11.681334004114161	5	724	@ksEp	10.84470576441194	t	1.0605605955934554	0
acceptable	@ksEptxbxl	12.376790520015193	7	727	@ksEptx	7.681504896597712	bxl	1.2249085645396434	1
accepted	@ksEptxd	11.155276471676906	7	727	@ksEptx	7.681504896597712	d	1.079585068430471	-1
acceptance	@ksEptxns	11.098292296539952	7	727	@ksEptx	7.681504896597712	ns	1.1477586600599694	1
access	@ksEs	10.597155364652366	4	721	@ksE	9.489847960439299	s	1.092054553360531	0
accessorize	@ksEsRYz	19.055179500755074	6	723	@ksEsR	7.951211111832329	Yz	0.8418947501009617	-1
accessory	@ksEsRi	12.112947237248338	6	723	@ksEsR	7.951211111832329	i	1.0032128889325593	1
accessibility	@ksEsxbIlxti	14.404907859193388	7	725	@ksEsxb	7.238879133221944	Ilxti	1.1586021161269502	1
accessible	@ksEsxbxl	12.862787518856402	7	725	@ksEsxb	7.238879133221944	xl	0.7953872451514575	1
axon	@ksan	18.165078857964115	3	699	@ks	4.392317422778761	an	1.583050784009277	-1
accede	@ksid	15.622222362987536	4	703	@ksi	10.838416075797337	d	1.079585068430471	0
axial	@ksixl	18.00048684135024	5	706	@ksix	8.929288001774367	l	0.9940420250727062	-1
axiom	@ksixm	12.829921080095303	5	708	@ksix	8.929288001774367	m	1.7455451971598461	0
axiomatic	@ksixm@txk	17.880349205942515	6	708	@ksixm	4.169925001442313	@txk	0.7170494775338065	1
accidental	@ksxdEntxl	14.44223750207289	9	717	@ksxdEntx	9.744833837499547	l	0.9940420250727062	1
accidentally	@ksxdEntxli	12.935046847723319	10	717	@ksxdEntxl	10.258566033889933	i	1.0032128889325593	1
accident	@ksxdxnt	9.437450129823905	5	707	@ksxd	5.954196310386876	xnt	0.4531409275007758	0
axle	@ksxl	13.923576344484152	4	704	@ksx	9.617340898969424	l	0.9940420250727062	0
axis	@ksxs	12.090733230636113	4	704	@ksx	9.617340898969424	s	1.092054553360531	0
act	@kt	8.811197971124187	2	687	@k	5.58363843121281	t	1.0605605955934554	0
activity	@ktIvxti	8.610487493008703	3	687	@kt	4.445971770457304	Ivxti	0.7991154412188916	1
actor	@ktR	9.742383867336583	3	687	@kt	4.445971770457304	R	1.101986173826359	1
actress	@ktrxs	10.352281197657582	3	687	@kt	4.445971770457304	rxs	1.7941338805491367	1
acting	@ktxN	11.66179339497716	4	698	@ktx	8.908383308904648	N	1.1574905606986845	0
actin	@ktxn	16.08667516962966	4	698	@ktx	8.908383308904648	n	1.1012776238799646	-1
active	@ktxv	11.831497639522954	4	707	@ktx	8.908383308904648	v	1.3634259194397313	0
activism	@ktxvIzxm	12.420948106580433	5	707	@ktxv	7.4044652924570675	Izxm	0.8638140909877625	-1
activation	@ktxveSxn	14.091688920483556	6	712	@ktxve	9.731545633335273	Sxn	1.0258451301009608	1
activate	@ktxvet	14.675974377532318	6	716	@ktxve	9.731545633335273	t	1.0605605955934554	1
activator	@ktxvetR	8.806975159333586	7	716	@ktxvet	10.526499239136566	R	1.101986173826359	-1
activating	@ktxvetxN	16.214971548089803	8	718	@ktxvetx	10.210749421650135	N	1.1574905606986845	-1
activated	@ktxvetxd	13.529566483193834	8	718	@ktxvetx	10.210749421650135	d	1.079585068430471	-1
actively	@ktxvli	13.853516722319146	5	707	@ktxv	7.4044652924570675	li	0.6292602089866118	1
activist	@ktxvxst	10.201299161733079	5	707	@ktxv	7.4044652924570675	xst	0.8530370008822148	1
actuator	@ktyuetR	17.129482702437148	3	687	@kt	4.445971770457304	yuetR	2.0	-1
acquiesce	@kwiEs	16.276289075536152	5	682	@kwiE	9.489847960439299	s	1.092054553360531	0
acquiescence	@kwiEsxns	14.171091212276753	6	682	@kwiEs	4.584962500721157	xns	0.7461204414836883	1
aqueduct	@kwxdVkt	15.024333632826819	4	679	@kwx	1.6356301985361725	dVkt	1.5849625007211563	0
aquifer	@kwxfR	11.558203991942706	4	679	@kwx	1.6356301985361725	fR	1.7509775004326937	-1
acquisition	@kwxzISxn	12.007245722036474	4	679	@kwx	1.6356301985361725	zISxn	0.7641604167868593	1
academic	@kxdEmxk	11.862994919657462	7	688	@kxdEmx	9.008428622070582	k	1.3912178946203648	1
academically	@kxdEmxkli	13.52453111710372	8	688	@kxdEmxk	9.537218400538597	li	0.6292602089866118	1
academe	@kxdim	19.424474942797485	5	684	@kxdi	8.113742166049189	m	1.7455451971598461	-1
academia	@kxdimiV	15.160910600745078	6	684	@kxdim	4.169925001442313	iV	0.8102756944845086	-1
acolyte	@kxlYt	12.91249226282287	3	676	@kx	3.321928094887362	lYt	1.6398743691938193	0
accuracy	@kyRxsi	12.409978947792652	5	682	@kyRx	8.707280686371444	si	1.104111545139662	1
accurate	@kyRxt	11.981179420990298	5	684	@kyRx	8.707280686371444	t	1.0605605955934554	0
accurately	@kyRxtli	13.274665046223486	6	684	@kyRxt	9.537218400538597	li	0.6292602089866118	1
acupuncture	@kyupVNkCR	15.703591804081535	3	676	@ky	2.4534452978042594	upVNkCR	1.0	0
accusation	@kyxzeSxn	10.989941583973703	3	676	@ky	2.4534452978042594	xzeSxn	0.6974937501201928	1
alleluia	@lEluya	1.5849625007211563	2	646	@l	4.84175714246477	Eluya	2.584962500721156	0
algae	@lJi	13.869960954320819	3	649	@lJ	10.258566033889933	i	1.0032128889325593	-1
algebra	@lJxbrV	14.684887263208827	6	655	@lJxbr	4.633393270347451	V	1.2605544011772498	0
