word	phones	word_info	u-point	u-point_mass	prefix	prefix_info	suffix	suffix_info	morpheme_count
sponsorship	spansRSIp	8.44776883880133	6	3206	spansR	8.887145655387863	SIp	0.920388281964012	1
sponsored	spansRd	6.7493660683699	6	3206	spansR	8.887145655387863	d	1.0782899628472473	-1
sponsoring	spansRxN	8.19042793250349	6	3206	spansR	8.887145655387863	xN	0.9608545890204996	-1
spontaneous	spantenixs	10.437044059809633	9	3211	spantenix	9.481799431665753	s	1.0902453786971327	0
spontaneously	spantenixsli	7.841332285177662	10	3211	spantenixs	9.535275376620804	li	0.6292405378534742	1
spontaneity	spantxnixti	9.987661989577276	5	3201	spant	-0.0	xnixti	-0.0	1
spar	spar	11.0057742761283	3	3202	spa	9.151283764874323	r	1.5165513584881885	0
spark	spark	7.784342350575767	4	3208	spar	7.9897130241635885	k	1.389232030394151	0
sparky	sparki	7.426087442344046	5	3208	spark	10.25266543245025	i	1.0037427799968084	-1
sparkly	sparkli	9.407603943130985	6	3210	sparkl	10.360644737684135	i	1.0037427799968084	-1
sparkling	sparklxN	9.6489773582707	6	3210	sparkl	10.360644737684135	xN	0.9608545890204996	0
